5:  Para cada película, muestra cuántas copias hay en el inventario.
film_id	title	copies
300	FALCON VOLUME	6
301	FAMILY SWEET	8
302	FANTASIA PARK	6
303	FANTASY TROOPERS	6
304	FARGO GANDHI	6
305	FATAL HAUNTED	7
306	FEATHERS METAL	3
307	FELLOWSHIP AUTUMN	6
308	FERRIS MOTHER	4
309	FEUD FROGMEN	6
310	FEVER EMPIRE	2
311	FICTION CHRISTMAS	7
312	FIDDLER LOST	3
313	FIDELITY DEVIL	6
314	FIGHT JAWBREAKER	6
315	FINDING ANACONDA	3
316	FIRE WOLVES	2
317	FIREBALL PHILADELPHIA	7
319	FISH OPUS	7
320	FLAMINGOS CONNECTICUT	7
321	FLASH WARS	4
322	FLATLINERS KILLER	6
323	FLIGHT LIES	4
324	FLINTSTONES HAPPINESS	5
326	FLYING HOOK	6
327	FOOL MOCKINGBIRD	6
328	FOREVER CANDIDATE	4
329	FORREST SONS	6
330	FORRESTER COMANCHEROS	7
331	FORWARD TEMPLE	8
333	FREAKY POCUS	4
334	FREDDY STORM	6
335	FREEDOM CLEOPATRA	2
336	FRENCH HOLIDAY	5
337	FRIDA SLIPPER	4
338	FRISCO FORREST	3
339	FROGMEN BREAKING	3
340	FRONTIER CABIN	2
341	FROST HEAD	8
342	FUGITIVE MAGUIRE	4
343	FULL FLATLINERS	2
344	FURY MURDER	5
345	GABLES METROPOLIS	5
346	GALAXY SWEETHEARTS	6
347	GAMES BOWFINGER	4
348	GANDHI KWAI	4
349	GANGS PRIDE	7
350	GARDEN ISLAND	8
351	GASLIGHT CRUSADE	6
352	GATHERING CALENDAR	4
353	GENTLEMEN STAGE	6
354	GHOST GROUNDHOG	5
355	GHOSTBUSTERS ELF	2
356	GIANT TROOPERS	8
357	GILBERT PELICAN	4
358	GILMORE BOILED	8
360	GLASS DYING	4
361	GLEAMING JAWBREAKER	8
362	GLORY TRACY	2
363	GO PURPLE	6
364	GODFATHER DIARY	3
365	GOLD RIVER	4
366	GOLDFINGER SENSIBILITY	7
367	GOLDMINE TYCOON	7
368	GONE TROUBLE	2
369	GOODFELLAS SALUTE	8
370	GORGEOUS BINGO	5
371	GOSFORD DONNIE	3
372	GRACELAND DYNAMITE	2
373	GRADUATE LORD	5
374	GRAFFITI LOVE	7
375	GRAIL FRANKENSTEIN	2
376	GRAPES FURY	7
377	GREASE YOUTH	6
378	GREATEST NORTH	8
379	GREEDY ROOTS	4
380	GREEK EVERYONE	5
381	GRINCH MASSAGE	5
382	GRIT CLOCKWORK	8
383	GROOVE FICTION	5
384	GROSSE WONDERFUL	3
385	GROUNDHOG UNCUT	5
387	GUN BONNIE	6
388	GUNFIGHT MOON	6
389	GUNFIGHTER MUSSOLINI	4
390	GUYS FALCON	3
391	HALF OUTFIELD	7
392	HALL CASSIDY	6
393	HALLOWEEN NUTS	2
394	HAMLET WISDOM	4
395	HANDICAP BOONDOCK	6
396	HANGING DEEP	4
397	HANKY OCTOBER	7
398	HANOVER GALAXY	4
399	HAPPINESS UNITED	2
400	HARDLY ROBBERS	2
401	HAROLD FRENCH	2
402	HARPER DYING	6
403	HARRY IDAHO	8
405	HAUNTED ANTITRUST	2
406	HAUNTING PIANIST	6
407	HAWK CHILL	2
408	HEAD STRANGER	7
409	HEARTBREAKERS BRIGHT	7
410	HEAVEN FREEDOM	5
411	HEAVENLY GUN	2
412	HEAVYWEIGHTS BEAST	8
413	HEDWIG ALTER	3
414	HELLFIGHTERS SIERRA	6
415	HIGH ENCINO	6
416	HIGHBALL POTTER	6
417	HILLS NEIGHBORS	6
418	HOBBIT ALIEN	8
420	HOLES BRANNIGAN	5
421	HOLIDAY GAMES	4
422	HOLLOW JEOPARDY	2
423	HOLLYWOOD ANONYMOUS	4
424	HOLOCAUST HIGHBALL	5
425	HOLY TADPOLE	2
426	HOME PITY	3
427	HOMEWARD CIDER	4
428	HOMICIDE PEACH	6
429	HONEY TIES	6
430	HOOK CHARIOTS	4
431	HOOSIERS BIRDCAGE	3
432	HOPE TOOTSIE	5
433	HORN WORKING	6
434	HORROR REIGN	8
435	HOTEL HAPPINESS	2
436	HOURS RAGE	6
437	HOUSE DYNAMITE	6
438	HUMAN GRAFFITI	5
439	HUNCHBACK IMPOSSIBLE	6
440	HUNGER ROOF	4
441	HUNTER ALTER	2
442	HUNTING MUSKETEERS	3
443	HURRICANE AFFAIR	7
444	HUSTLER PARTY	8
445	HYDE DOCTOR	6
446	HYSTERICAL GRAIL	4
447	ICE CROSSING	7
448	IDAHO LOVE	5
449	IDENTITY LOVER	4
450	IDOLS SNATCHERS	7
451	IGBY MAKER	5
452	ILLUSION AMELIE	4
453	IMAGE PRINCESS	5
454	IMPACT ALADDIN	2
455	IMPOSSIBLE PREJUDICE	4
456	INCH JET	6
457	INDEPENDENCE HOTEL	6
458	INDIAN LOVE	6
459	INFORMER DOUBLE	2
460	INNOCENT USUAL	8
461	INSECTS STONE	6
462	INSIDER ARIZONA	5
463	INSTINCT AIRPORT	5
464	INTENTIONS EMPIRE	7
465	INTERVIEW LIAISONS	5
466	INTOLERABLE INTENTIONS	2
467	INTRIGUE WORST	7
468	INVASION CYCLONE	8
469	IRON MOON	3
470	ISHTAR ROCKETEER	2
471	ISLAND EXORCIST	7
472	ITALIAN AFRICAN	2
473	JACKET FRISCO	5
474	JADE BUNCH	4
475	JAPANESE RUN	2
476	JASON TRAP	7
477	JAWBREAKER BROOKLYN	3
478	JAWS HARRY	5
479	JEDI BENEATH	5
480	JEEPERS WEDDING	4
481	JEKYLL FROGMEN	6
482	JEOPARDY ENCINO	3
483	JERICHO MULAN	5
484	JERK PAYCHECK	7
485	JERSEY SASSY	3
486	JET NEIGHBORS	6
487	JINGLE SAGEBRUSH	3
488	JOON NORTHWEST	5
489	JUGGLER HARDLY	8
490	JUMANJI BLADE	2
491	JUMPING WRATH	6
492	JUNGLE CLOSER	2
493	KANE EXORCIST	3
494	KARATE MOON	6
496	KICK SAVANNAH	5
498	KILLER INNOCENT	2
499	KING EVOLUTION	2
500	KISS GLORY	8
501	KISSING DOLLS	5
502	KNOCK WARLOCK	7
503	KRAMER CHOCOLATE	3
504	KWAI HOMEWARD	6
505	LABYRINTH LEAGUE	4
506	LADY STAGE	6
507	LADYBUGS ARMAGEDDON	2
508	LAMBS CINCINATTI	3
509	LANGUAGE COWBOY	3
510	LAWLESS VISION	4
511	LAWRENCE LOVE	5
512	LEAGUE HELLFIGHTERS	6
513	LEATHERNECKS DWARFS	2
514	LEBOWSKI SOLDIERS	6
515	LEGALLY SECRETARY	2
516	LEGEND JEDI	3
517	LESSON CLEOPATRA	2
518	LIAISONS SWEET	6
519	LIBERTY MAGNIFICENT	4
520	LICENSE WEEKEND	2
521	LIES TREATMENT	7
522	LIFE TWISTED	2
523	LIGHTS DEER	2
524	LION UNCUT	6
525	LOATHING LEGALLY	8
526	LOCK REAR	4
527	LOLA AGENT	6
528	LOLITA WORLD	3
529	LONELY ELEPHANT	4
530	LORD ARIZONA	3
531	LOSE INCH	8
532	LOSER HUSTLER	4
533	LOST BIRD	3
534	LOUISIANA HARRY	5
535	LOVE SUICIDES	4
536	LOVELY JINGLE	5
537	LOVER TRUMAN	3
538	LOVERBOY ATTACKS	3
539	LUCK OPUS	2
540	LUCKY FLYING	3
541	LUKE MUMMY	2
542	LUST LOCK	6
543	MADIGAN DORADO	2
544	MADISON TRAP	4
545	MADNESS ATTACKS	6
546	MADRE GABLES	4
547	MAGIC MALLRATS	2
548	MAGNIFICENT CHITTY	2
549	MAGNOLIA FORRESTER	4
550	MAGUIRE APACHE	3
551	MAIDEN HOME	6
552	MAJESTIC FLOATS	4
553	MAKER GABLES	3
554	MALKOVICH PET	7
555	MALLRATS UNITED	7
556	MALTESE HOPE	7
557	MANCHURIAN CURTAIN	5
558	MANNEQUIN WORST	2
559	MARRIED GO	8
560	MARS ROMAN	5
561	MASK PEACH	4
562	MASKED BUBBLE	6
563	MASSACRE USUAL	7
564	MASSAGE IMAGE	3
565	MATRIX SNOWMAN	2
566	MAUDE MOD	2
567	MEET CHOCOLATE	4
568	MEMENTO ZOOLANDER	4
569	MENAGERIE RUSHMORE	2
570	MERMAID INSECTS	5
571	METAL ARMAGEDDON	6
572	METROPOLIS COMA	8
573	MICROCOSMOS PARADISE	4
574	MIDNIGHT WESTWARD	5
575	MIDSUMMER GROUNDHOG	6
576	MIGHTY LUCK	3
577	MILE MULAN	3
578	MILLION ACE	5
579	MINDS TRUMAN	7
580	MINE TITANS	6
581	MINORITY KISS	3
582	MIRACLE VIRTUAL	2
583	MISSION ZOOLANDER	5
584	MIXED DOORS	2
585	MOB DUFFEL	4
586	MOCKINGBIRD HOLLYWOOD	8
587	MOD SECRETARY	3
588	MODEL FISH	4
589	MODERN DORADO	4
590	MONEY HAROLD	7
591	MONSOON CAUSE	3
592	MONSTER SPARTACUS	4
593	MONTEREY LABYRINTH	4
594	MONTEZUMA COMMAND	3
595	MOON BUNCH	8
596	MOONSHINE CABIN	6
597	MOONWALKER FOOL	4
598	MOSQUITO ARMAGEDDON	4
599	MOTHER OLEANDER	5
600	MOTIONS DETAILS	4
601	MOULIN WAKE	5
602	MOURNING PURPLE	5
603	MOVIE SHAKESPEARE	6
604	MULAN MOON	3
605	MULHOLLAND BEAST	2
606	MUMMY CREATURES	6
608	MURDER ANTITRUST	6
609	MUSCLE BRIGHT	8
610	MUSIC BOONDOCK	5
611	MUSKETEERS WAIT	6
612	MUSSOLINI SPOILERS	2
613	MYSTIC TRUMAN	2
614	NAME DETECTIVE	6
615	NASH CHOCOLAT	4
616	NATIONAL STORY	6
617	NATURAL STOCK	3
618	NECKLACE OUTBREAK	4
619	NEIGHBORS CHARADE	6
620	NEMO CAMPUS	5
621	NETWORK PEAK	8
622	NEWSIES STORY	2
623	NEWTON LABYRINTH	5
624	NIGHTMARE CHILL	7
625	NONE SPIKING	7
626	NOON PAPI	4
627	NORTH TEQUILA	3
628	NORTHWEST POLISH	5
629	NOTORIOUS REUNION	4
630	NOTTING SPEAKEASY	3
631	NOVOCAINE FLIGHT	5
632	NUTS TIES	3
633	OCTOBER SUBMARINE	3
634	ODDS BOOGIE	4
635	OKLAHOMA JUMANJI	2
636	OLEANDER CLUE	3
637	OPEN AFRICAN	5
638	OPERATION OPERATION	8
639	OPPOSITE NECKLACE	3
640	OPUS ICE	3
641	ORANGE GRAPES	7
643	ORIENT CLOSER	6
644	OSCAR GOLD	7
645	OTHERS SOUP	6
646	OUTBREAK DIVINE	5
647	OUTFIELD MASSACRE	6
648	OUTLAW HANKY	6
649	OZ LIAISONS	6
650	PACIFIC AMISTAD	6
651	PACKER MADIGAN	6
652	PAJAMA JAWBREAKER	4
653	PANIC CLUB	2
654	PANKY SUBMARINE	4
655	PANTHER REDS	6
656	PAPI NECKLACE	2
657	PARADISE SABRINA	6
658	PARIS WEEKEND	4
659	PARK CITIZEN	2
660	PARTY KNOCK	4
661	PAST SUICIDES	4
662	PATHS CONTROL	4
663	PATIENT SISTER	5
664	PATRIOT ROMAN	5
665	PATTON INTERVIEW	7
666	PAYCHECK WAIT	5
667	PEACH INNOCENT	4
668	PEAK FOREVER	5
670	PELICAN COMFORTS	7
672	PERFECT GROOVE	6
673	PERSONAL LADYBUGS	4
674	PET HAUNTING	3
675	PHANTOM GLORY	2
676	PHILADELPHIA WIFE	6
677	PIANIST OUTFIELD	7
678	PICKUP DRIVING	4
679	PILOT HOOSIERS	4
680	PINOCCHIO SIMON	6
681	PIRATES ROXANNE	6
682	PITTSBURGH HUNCHBACK	3
683	PITY BOUND	8
684	PIZZA JUMANJI	2
685	PLATOON INSTINCT	2
686	PLUTO OLEANDER	4
687	POCUS PULP	7
688	POLISH BROOKLYN	4
689	POLLOCK DELIVERANCE	6
690	POND SEATTLE	6
691	POSEIDON FOREVER	5
692	POTLUCK MIXED	3
693	POTTER CONNECTICUT	5
694	PREJUDICE OLEANDER	6
695	PRESIDENT BANG	2
696	PRIDE ALAMO	5
697	PRIMARY GLASS	8
698	PRINCESS GIANT	7
699	PRIVATE DROP	2
700	PRIX UNDEFEATED	3
702	PULP BEVERLY	8
703	PUNK DIVORCE	2
704	PURE RUNNER	5
705	PURPLE MOVIE	4
706	QUEEN LUKE	6
707	QUEST MUSSOLINI	6
708	QUILLS BULL	4
709	RACER EGG	6
710	RAGE GAMES	6
711	RAGING AIRPLANE	4
714	RANDOM GO	3
715	RANGE MOONWALKER	7
716	REAP UNFAITHFUL	5
717	REAR TRADING	4
718	REBEL AIRPORT	2
719	RECORDS ZORRO	2
720	REDEMPTION COMFORTS	7
721	REDS POCUS	2
722	REEF SALUTE	4
723	REIGN GENTLEMEN	7
724	REMEMBER DIARY	6
725	REQUIEM TYCOON	6
726	RESERVOIR ADAPTATION	3
727	RESURRECTION SILVERADO	5
728	REUNION WITCHES	5
729	RIDER CADDYSHACK	4
730	RIDGEMONT SUBMARINE	8
731	RIGHT CRANES	3
732	RINGS HEARTBREAKERS	4
733	RIVER OUTLAW	7
734	ROAD ROXANNE	6
735	ROBBERS JOON	7
736	ROBBERY BRIGHT	4
737	ROCK INSTINCT	6
738	ROCKETEER MOTHER	8
739	ROCKY WAR	5
740	ROLLERCOASTER BRINGING	3
741	ROMAN PUNK	6
743	ROOM ROMAN	6
744	ROOTS REMEMBER	5
745	ROSES TREASURE	8
746	ROUGE SQUAD	5
747	ROXANNE REBEL	5
748	RUGRATS SHAKESPEARE	8
749	RULES HUMAN	4
750	RUN PACIFIC	3
751	RUNAWAY TENENBAUMS	2
752	RUNNER MADIGAN	3
753	RUSH GOODFELLAS	8
754	RUSHMORE MERMAID	2
755	SABRINA MIDNIGHT	7
756	SADDLE ANTITRUST	3
757	SAGEBRUSH CLUELESS	5
758	SAINTS BRIDE	3
759	SALUTE APOLLO	6
760	SAMURAI LION	7
761	SANTA PARIS	3
762	SASSY PACKER	4
763	SATISFACTION CONFIDENTIAL	5
764	SATURDAY LAMBS	8
765	SATURN NAME	4
766	SAVANNAH TOWN	3
767	SCALAWAG DUCK	8
768	SCARFACE BANG	6
769	SCHOOL JACKET	2
770	SCISSORHANDS SLUMS	3
771	SCORPION APOLLO	7
772	SEA VIRGIN	6
773	SEABISCUIT PUNK	8
774	SEARCHERS WAIT	4
775	SEATTLE EXPECATIONS	5
776	SECRET GROUNDHOG	5
777	SECRETARY ROUGE	6
778	SECRETS PARADISE	6
779	SENSE GREEK	2
780	SENSIBILITY REAR	3
781	SEVEN SWARM	2
782	SHAKESPEARE SADDLE	6
783	SHANE DARKNESS	4
784	SHANGHAI TYCOON	6
785	SHAWSHANK BUBBLE	6
786	SHEPHERD MIDSUMMER	7
787	SHINING ROSES	3
788	SHIP WONDERLAND	4
789	SHOCK CABIN	8
790	SHOOTIST SUPERFLY	7
791	SHOW LORD	6
792	SHREK LICENSE	3
793	SHRUNK DIVINE	4
794	SIDE ARK	4
795	SIEGE MADRE	4
796	SIERRA DIVIDE	5
797	SILENCE KANE	5
798	SILVERADO GOLDFINGER	4
799	SIMON NORTH	2
800	SINNERS ATLANTIS	6
803	SLACKER LIAISONS	6
804	SLEEPING SUSPECTS	7
805	SLEEPLESS MONSOON	5
806	SLEEPY JAPANESE	5
807	SLEUTH ORIENT	5
808	SLING LUKE	2
809	SLIPPER FIDELITY	4
810	SLUMS DUCK	7
811	SMILE EARRING	3
812	SMOKING BARBARELLA	6
813	SMOOCHY CONTROL	4
814	SNATCH SLIPPER	7
815	SNATCHERS MONTEZUMA	3
816	SNOWMAN ROLLERCOASTER	7
817	SOLDIERS EVOLUTION	2
818	SOMETHING DUCK	5
819	SONG HEDWIG	3
820	SONS INTERVIEW	6
821	SORORITY QUEEN	4
822	SOUP WISDOM	2
823	SOUTH WAIT	7
824	SPARTACUS CHEAPER	4
825	SPEAKEASY DATE	3
826	SPEED SUIT	2
827	SPICE SORORITY	6
828	SPIKING ELEMENT	4
829	SPINAL ROCKY	5
830	SPIRIT FLINTSTONES	4
831	SPIRITED CASUALTIES	3
832	SPLASH GUMP	4
833	SPLENDOR PATTON	7
834	SPOILERS HELLFIGHTERS	3
835	SPY MILE	8
836	SQUAD FISH	3
837	STAGE WORLD	3
838	STAGECOACH ARMAGEDDON	6
839	STALLION SUNDANCE	2
840	STAMPEDE DISTURBING	4
841	STAR OPERATION	7
842	STATE WASTELAND	4
843	STEEL SANTA	7
844	STEERS ARMAGEDDON	4
845	STEPMOM DREAM	7
846	STING PERSONAL	8
847	STOCK GLASS	4
848	STONE FIRE	3
849	STORM HAPPINESS	8
850	STORY SIDE	7
851	STRAIGHT HOURS	6
852	STRANGELOVE DESIRE	7
853	STRANGER STRANGERS	3
854	STRANGERS GRAFFITI	4
855	STREAK RIDGEMONT	4
856	STREETCAR INTENTIONS	8
857	STRICTLY SCARFACE	7
858	SUBMARINE BED	4
859	SUGAR WONKA	6
861	SUIT WALLS	6
862	SUMMER SCARFACE	5
863	SUN CONFESSIONS	7
864	SUNDANCE INVASION	6
865	SUNRISE LEAGUE	6
866	SUNSET RACER	2
867	SUPER WYOMING	4
868	SUPERFLY TRIP	3
869	SUSPECTS QUILLS	7
870	SWARM GOLD	8
871	SWEDEN SHINING	5
872	SWEET BROTHERHOOD	3
873	SWEETHEARTS SUSPECTS	8
875	TALENTED HOMICIDE	7
876	TARZAN VIDEOTAPE	2
877	TAXI KICK	5
878	TEEN APOLLO	4
879	TELEGRAPH VOYAGE	7
880	TELEMARK HEARTBREAKERS	8
881	TEMPLE ATTRACTION	4
882	TENENBAUMS COMMAND	4
883	TEQUILA PAST	2
884	TERMINATOR CLUB	3
885	TEXAS WATCH	2
886	THEORY MERMAID	4
887	THIEF PELICAN	6
888	THIN SAGEBRUSH	4
889	TIES HUNGER	3
890	TIGHTS DAWN	7
891	TIMBERLAND SKY	7
892	TITANIC BOONDOCK	7
893	TITANS JERK	8
894	TOMATOES HELLFIGHTERS	5
895	TOMORROW HUSTLER	7
896	TOOTSIE PILOT	4
897	TORQUE BOUND	8
898	TOURIST PELICAN	5
899	TOWERS HURRICANE	3
900	TOWN ARK	4
901	TRACY CIDER	7
902	TRADING PINOCCHIO	7
903	TRAFFIC HOBBIT	2
904	TRAIN BUNCH	2
905	TRAINSPOTTING STRANGERS	3
906	TRAMP OTHERS	5
907	TRANSLATION SUMMER	4
908	TRAP GUYS	4
910	TREATMENT JEKYLL	2
911	TRIP NEWTON	8
912	TROJAN TOMORROW	6
913	TROOPERS METAL	6
914	TROUBLE DATE	6
915	TRUMAN CRAZY	6
916	TURN STAR	4
917	TUXEDO MILE	5
918	TWISTED PIRATES	4
919	TYCOON GATHERING	4
920	UNBREAKABLE KARATE	5
