25:  Para cada película, muestra el promedio de tarifa de alquiler (rental_rate) de las copias existentes (es un promedio redundante pero válido).
film_id	title	avg_rate
304	FARGO GANDHI	2.990000
305	FATAL HAUNTED	2.990000
306	FEATHERS METAL	0.990000
307	FELLOWSHIP AUTUMN	4.990000
308	FERRIS MOTHER	2.990000
309	FEUD FROGMEN	0.990000
310	FEVER EMPIRE	4.990000
311	FICTION CHRISTMAS	0.990000
312	FIDDLER LOST	4.990000
313	FIDELITY DEVIL	4.990000
314	FIGHT JAWBREAKER	0.990000
315	FINDING ANACONDA	0.990000
316	FIRE WOLVES	4.990000
317	FIREBALL PHILADELPHIA	0.990000
319	FISH OPUS	2.990000
320	FLAMINGOS CONNECTICUT	4.990000
321	FLASH WARS	4.990000
322	FLATLINERS KILLER	2.990000
323	FLIGHT LIES	4.990000
324	FLINTSTONES HAPPINESS	4.990000
326	FLYING HOOK	2.990000
327	FOOL MOCKINGBIRD	4.990000
328	FOREVER CANDIDATE	2.990000
329	FORREST SONS	2.990000
330	FORRESTER COMANCHEROS	4.990000
331	FORWARD TEMPLE	2.990000
333	FREAKY POCUS	2.990000
334	FREDDY STORM	4.990000
335	FREEDOM CLEOPATRA	0.990000
336	FRENCH HOLIDAY	4.990000
337	FRIDA SLIPPER	2.990000
338	FRISCO FORREST	4.990000
339	FROGMEN BREAKING	0.990000
340	FRONTIER CABIN	4.990000
341	FROST HEAD	0.990000
342	FUGITIVE MAGUIRE	4.990000
343	FULL FLATLINERS	2.990000
344	FURY MURDER	0.990000
345	GABLES METROPOLIS	0.990000
346	GALAXY SWEETHEARTS	4.990000
347	GAMES BOWFINGER	4.990000
348	GANDHI KWAI	0.990000
349	GANGS PRIDE	2.990000
350	GARDEN ISLAND	4.990000
351	GASLIGHT CRUSADE	2.990000
352	GATHERING CALENDAR	0.990000
353	GENTLEMEN STAGE	2.990000
354	GHOST GROUNDHOG	4.990000
355	GHOSTBUSTERS ELF	0.990000
356	GIANT TROOPERS	2.990000
357	GILBERT PELICAN	0.990000
358	GILMORE BOILED	0.990000
360	GLASS DYING	0.990000
361	GLEAMING JAWBREAKER	2.990000
362	GLORY TRACY	2.990000
363	GO PURPLE	0.990000
364	GODFATHER DIARY	2.990000
365	GOLD RIVER	4.990000
366	GOLDFINGER SENSIBILITY	0.990000
367	GOLDMINE TYCOON	0.990000
368	GONE TROUBLE	2.990000
369	GOODFELLAS SALUTE	4.990000
370	GORGEOUS BINGO	2.990000
371	GOSFORD DONNIE	4.990000
372	GRACELAND DYNAMITE	4.990000
373	GRADUATE LORD	2.990000
374	GRAFFITI LOVE	0.990000
375	GRAIL FRANKENSTEIN	2.990000
376	GRAPES FURY	0.990000
377	GREASE YOUTH	0.990000
378	GREATEST NORTH	2.990000
379	GREEDY ROOTS	0.990000
380	GREEK EVERYONE	2.990000
381	GRINCH MASSAGE	4.990000
382	GRIT CLOCKWORK	0.990000
383	GROOVE FICTION	0.990000
384	GROSSE WONDERFUL	4.990000
385	GROUNDHOG UNCUT	4.990000
387	GUN BONNIE	0.990000
388	GUNFIGHT MOON	0.990000
389	GUNFIGHTER MUSSOLINI	2.990000
390	GUYS FALCON	4.990000
391	HALF OUTFIELD	2.990000
392	HALL CASSIDY	4.990000
393	HALLOWEEN NUTS	2.990000
394	HAMLET WISDOM	2.990000
395	HANDICAP BOONDOCK	0.990000
396	HANGING DEEP	4.990000
397	HANKY OCTOBER	2.990000
398	HANOVER GALAXY	4.990000
399	HAPPINESS UNITED	2.990000
400	HARDLY ROBBERS	2.990000
401	HAROLD FRENCH	0.990000
402	HARPER DYING	0.990000
403	HARRY IDAHO	4.990000
405	HAUNTED ANTITRUST	4.990000
406	HAUNTING PIANIST	0.990000
407	HAWK CHILL	0.990000
408	HEAD STRANGER	4.990000
409	HEARTBREAKERS BRIGHT	4.990000
410	HEAVEN FREEDOM	2.990000
411	HEAVENLY GUN	4.990000
412	HEAVYWEIGHTS BEAST	4.990000
413	HEDWIG ALTER	2.990000
414	HELLFIGHTERS SIERRA	2.990000
415	HIGH ENCINO	2.990000
416	HIGHBALL POTTER	0.990000
417	HILLS NEIGHBORS	0.990000
418	HOBBIT ALIEN	0.990000
420	HOLES BRANNIGAN	4.990000
421	HOLIDAY GAMES	4.990000
422	HOLLOW JEOPARDY	4.990000
423	HOLLYWOOD ANONYMOUS	0.990000
424	HOLOCAUST HIGHBALL	0.990000
425	HOLY TADPOLE	0.990000
426	HOME PITY	4.990000
427	HOMEWARD CIDER	0.990000
428	HOMICIDE PEACH	2.990000
429	HONEY TIES	0.990000
430	HOOK CHARIOTS	0.990000
431	HOOSIERS BIRDCAGE	2.990000
432	HOPE TOOTSIE	2.990000
433	HORN WORKING	2.990000
434	HORROR REIGN	0.990000
435	HOTEL HAPPINESS	4.990000
436	HOURS RAGE	0.990000
437	HOUSE DYNAMITE	2.990000
438	HUMAN GRAFFITI	2.990000
439	HUNCHBACK IMPOSSIBLE	4.990000
440	HUNGER ROOF	0.990000
441	HUNTER ALTER	2.990000
442	HUNTING MUSKETEERS	2.990000
443	HURRICANE AFFAIR	2.990000
444	HUSTLER PARTY	4.990000
445	HYDE DOCTOR	2.990000
446	HYSTERICAL GRAIL	4.990000
447	ICE CROSSING	2.990000
448	IDAHO LOVE	2.990000
449	IDENTITY LOVER	2.990000
450	IDOLS SNATCHERS	2.990000
451	IGBY MAKER	4.990000
452	ILLUSION AMELIE	0.990000
453	IMAGE PRINCESS	2.990000
454	IMPACT ALADDIN	0.990000
455	IMPOSSIBLE PREJUDICE	4.990000
456	INCH JET	4.990000
457	INDEPENDENCE HOTEL	0.990000
458	INDIAN LOVE	0.990000
459	INFORMER DOUBLE	4.990000
460	INNOCENT USUAL	4.990000
461	INSECTS STONE	0.990000
462	INSIDER ARIZONA	2.990000
463	INSTINCT AIRPORT	2.990000
464	INTENTIONS EMPIRE	2.990000
465	INTERVIEW LIAISONS	4.990000
466	INTOLERABLE INTENTIONS	4.990000
467	INTRIGUE WORST	0.990000
468	INVASION CYCLONE	2.990000
469	IRON MOON	4.990000
470	ISHTAR ROCKETEER	4.990000
471	ISLAND EXORCIST	2.990000
472	ITALIAN AFRICAN	4.990000
473	JACKET FRISCO	2.990000
474	JADE BUNCH	2.990000
475	JAPANESE RUN	0.990000
476	JASON TRAP	2.990000
477	JAWBREAKER BROOKLYN	0.990000
478	JAWS HARRY	2.990000
479	JEDI BENEATH	0.990000
480	JEEPERS WEDDING	2.990000
481	JEKYLL FROGMEN	2.990000
482	JEOPARDY ENCINO	0.990000
483	JERICHO MULAN	2.990000
484	JERK PAYCHECK	2.990000
485	JERSEY SASSY	4.990000
486	JET NEIGHBORS	4.990000
487	JINGLE SAGEBRUSH	4.990000
488	JOON NORTHWEST	0.990000
489	JUGGLER HARDLY	0.990000
490	JUMANJI BLADE	2.990000
491	JUMPING WRATH	0.990000
492	JUNGLE CLOSER	0.990000
493	KANE EXORCIST	0.990000
494	KARATE MOON	0.990000
496	KICK SAVANNAH	0.990000
498	KILLER INNOCENT	2.990000
499	KING EVOLUTION	4.990000
500	KISS GLORY	4.990000
501	KISSING DOLLS	4.990000
502	KNOCK WARLOCK	2.990000
503	KRAMER CHOCOLATE	2.990000
504	KWAI HOMEWARD	0.990000
505	LABYRINTH LEAGUE	2.990000
506	LADY STAGE	4.990000
507	LADYBUGS ARMAGEDDON	0.990000
508	LAMBS CINCINATTI	4.990000
509	LANGUAGE COWBOY	0.990000
510	LAWLESS VISION	4.990000
511	LAWRENCE LOVE	0.990000
512	LEAGUE HELLFIGHTERS	4.990000
513	LEATHERNECKS DWARFS	2.990000
514	LEBOWSKI SOLDIERS	2.990000
515	LEGALLY SECRETARY	4.990000
516	LEGEND JEDI	0.990000
517	LESSON CLEOPATRA	0.990000
518	LIAISONS SWEET	4.990000
519	LIBERTY MAGNIFICENT	2.990000
520	LICENSE WEEKEND	2.990000
521	LIES TREATMENT	4.990000
522	LIFE TWISTED	2.990000
523	LIGHTS DEER	0.990000
524	LION UNCUT	0.990000
525	LOATHING LEGALLY	0.990000
526	LOCK REAR	2.990000
527	LOLA AGENT	4.990000
528	LOLITA WORLD	2.990000
529	LONELY ELEPHANT	2.990000
530	LORD ARIZONA	2.990000
531	LOSE INCH	0.990000
532	LOSER HUSTLER	4.990000
533	LOST BIRD	2.990000
534	LOUISIANA HARRY	0.990000
535	LOVE SUICIDES	0.990000
536	LOVELY JINGLE	2.990000
537	LOVER TRUMAN	2.990000
538	LOVERBOY ATTACKS	0.990000
539	LUCK OPUS	2.990000
540	LUCKY FLYING	2.990000
541	LUKE MUMMY	2.990000
542	LUST LOCK	2.990000
543	MADIGAN DORADO	4.990000
544	MADISON TRAP	2.990000
545	MADNESS ATTACKS	0.990000
546	MADRE GABLES	2.990000
547	MAGIC MALLRATS	0.990000
548	MAGNIFICENT CHITTY	2.990000
549	MAGNOLIA FORRESTER	0.990000
550	MAGUIRE APACHE	2.990000
551	MAIDEN HOME	4.990000
552	MAJESTIC FLOATS	0.990000
553	MAKER GABLES	0.990000
554	MALKOVICH PET	2.990000
555	MALLRATS UNITED	0.990000
556	MALTESE HOPE	4.990000
557	MANCHURIAN CURTAIN	2.990000
558	MANNEQUIN WORST	2.990000
559	MARRIED GO	2.990000
560	MARS ROMAN	0.990000
561	MASK PEACH	2.990000
562	MASKED BUBBLE	0.990000
563	MASSACRE USUAL	4.990000
564	MASSAGE IMAGE	2.990000
565	MATRIX SNOWMAN	4.990000
566	MAUDE MOD	0.990000
567	MEET CHOCOLATE	2.990000
568	MEMENTO ZOOLANDER	4.990000
569	MENAGERIE RUSHMORE	2.990000
570	MERMAID INSECTS	4.990000
571	METAL ARMAGEDDON	2.990000
572	METROPOLIS COMA	2.990000
573	MICROCOSMOS PARADISE	2.990000
574	MIDNIGHT WESTWARD	0.990000
575	MIDSUMMER GROUNDHOG	4.990000
576	MIGHTY LUCK	2.990000
577	MILE MULAN	0.990000
578	MILLION ACE	4.990000
579	MINDS TRUMAN	4.990000
580	MINE TITANS	4.990000
581	MINORITY KISS	0.990000
582	MIRACLE VIRTUAL	2.990000
583	MISSION ZOOLANDER	4.990000
584	MIXED DOORS	2.990000
585	MOB DUFFEL	0.990000
586	MOCKINGBIRD HOLLYWOOD	0.990000
587	MOD SECRETARY	4.990000
588	MODEL FISH	4.990000
589	MODERN DORADO	0.990000
590	MONEY HAROLD	2.990000
591	MONSOON CAUSE	4.990000
592	MONSTER SPARTACUS	2.990000
593	MONTEREY LABYRINTH	0.990000
594	MONTEZUMA COMMAND	0.990000
595	MOON BUNCH	0.990000
596	MOONSHINE CABIN	4.990000
597	MOONWALKER FOOL	4.990000
598	MOSQUITO ARMAGEDDON	0.990000
599	MOTHER OLEANDER	0.990000
600	MOTIONS DETAILS	0.990000
601	MOULIN WAKE	0.990000
602	MOURNING PURPLE	0.990000
603	MOVIE SHAKESPEARE	4.990000
604	MULAN MOON	0.990000
605	MULHOLLAND BEAST	2.990000
606	MUMMY CREATURES	0.990000
608	MURDER ANTITRUST	2.990000
609	MUSCLE BRIGHT	2.990000
610	MUSIC BOONDOCK	0.990000
611	MUSKETEERS WAIT	4.990000
612	MUSSOLINI SPOILERS	2.990000
613	MYSTIC TRUMAN	0.990000
614	NAME DETECTIVE	4.990000
615	NASH CHOCOLAT	2.990000
616	NATIONAL STORY	2.990000
617	NATURAL STOCK	0.990000
618	NECKLACE OUTBREAK	0.990000
619	NEIGHBORS CHARADE	0.990000
620	NEMO CAMPUS	2.990000
621	NETWORK PEAK	2.990000
622	NEWSIES STORY	0.990000
623	NEWTON LABYRINTH	0.990000
624	NIGHTMARE CHILL	4.990000
625	NONE SPIKING	0.990000
626	NOON PAPI	2.990000
627	NORTH TEQUILA	4.990000
628	NORTHWEST POLISH	2.990000
629	NOTORIOUS REUNION	0.990000
630	NOTTING SPEAKEASY	0.990000
631	NOVOCAINE FLIGHT	0.990000
632	NUTS TIES	4.990000
633	OCTOBER SUBMARINE	4.990000
634	ODDS BOOGIE	0.990000
635	OKLAHOMA JUMANJI	0.990000
636	OLEANDER CLUE	0.990000
637	OPEN AFRICAN	4.990000
638	OPERATION OPERATION	2.990000
639	OPPOSITE NECKLACE	4.990000
640	OPUS ICE	4.990000
641	ORANGE GRAPES	0.990000
643	ORIENT CLOSER	2.990000
644	OSCAR GOLD	2.990000
645	OTHERS SOUP	2.990000
646	OUTBREAK DIVINE	0.990000
647	OUTFIELD MASSACRE	0.990000
648	OUTLAW HANKY	4.990000
649	OZ LIAISONS	2.990000
650	PACIFIC AMISTAD	0.990000
651	PACKER MADIGAN	0.990000
652	PAJAMA JAWBREAKER	0.990000
653	PANIC CLUB	4.990000
654	PANKY SUBMARINE	4.990000
655	PANTHER REDS	4.990000
656	PAPI NECKLACE	0.990000
657	PARADISE SABRINA	2.990000
658	PARIS WEEKEND	2.990000
659	PARK CITIZEN	4.990000
660	PARTY KNOCK	2.990000
661	PAST SUICIDES	4.990000
662	PATHS CONTROL	4.990000
663	PATIENT SISTER	0.990000
664	PATRIOT ROMAN	2.990000
665	PATTON INTERVIEW	2.990000
666	PAYCHECK WAIT	4.990000
667	PEACH INNOCENT	2.990000
668	PEAK FOREVER	4.990000
670	PELICAN COMFORTS	4.990000
672	PERFECT GROOVE	2.990000
673	PERSONAL LADYBUGS	0.990000
674	PET HAUNTING	0.990000
675	PHANTOM GLORY	2.990000
676	PHILADELPHIA WIFE	4.990000
677	PIANIST OUTFIELD	0.990000
678	PICKUP DRIVING	2.990000
679	PILOT HOOSIERS	2.990000
680	PINOCCHIO SIMON	4.990000
681	PIRATES ROXANNE	0.990000
682	PITTSBURGH HUNCHBACK	4.990000
683	PITY BOUND	4.990000
684	PIZZA JUMANJI	2.990000
685	PLATOON INSTINCT	4.990000
686	PLUTO OLEANDER	4.990000
687	POCUS PULP	0.990000
688	POLISH BROOKLYN	0.990000
689	POLLOCK DELIVERANCE	2.990000
690	POND SEATTLE	2.990000
691	POSEIDON FOREVER	4.990000
692	POTLUCK MIXED	2.990000
693	POTTER CONNECTICUT	2.990000
694	PREJUDICE OLEANDER	4.990000
695	PRESIDENT BANG	4.990000
696	PRIDE ALAMO	0.990000
697	PRIMARY GLASS	0.990000
698	PRINCESS GIANT	2.990000
699	PRIVATE DROP	4.990000
700	PRIX UNDEFEATED	2.990000
702	PULP BEVERLY	2.990000
703	PUNK DIVORCE	4.990000
704	PURE RUNNER	2.990000
705	PURPLE MOVIE	2.990000
706	QUEEN LUKE	4.990000
707	QUEST MUSSOLINI	2.990000
708	QUILLS BULL	4.990000
709	RACER EGG	2.990000
710	RAGE GAMES	4.990000
711	RAGING AIRPLANE	4.990000
714	RANDOM GO	2.990000
715	RANGE MOONWALKER	4.990000
716	REAP UNFAITHFUL	2.990000
717	REAR TRADING	0.990000
718	REBEL AIRPORT	0.990000
719	RECORDS ZORRO	4.990000
720	REDEMPTION COMFORTS	2.990000
721	REDS POCUS	4.990000
722	REEF SALUTE	0.990000
723	REIGN GENTLEMEN	2.990000
724	REMEMBER DIARY	2.990000
725	REQUIEM TYCOON	4.990000
726	RESERVOIR ADAPTATION	2.990000
727	RESURRECTION SILVERADO	0.990000
728	REUNION WITCHES	0.990000
729	RIDER CADDYSHACK	2.990000
730	RIDGEMONT SUBMARINE	0.990000
731	RIGHT CRANES	4.990000
732	RINGS HEARTBREAKERS	0.990000
733	RIVER OUTLAW	0.990000
734	ROAD ROXANNE	4.990000
735	ROBBERS JOON	2.990000
736	ROBBERY BRIGHT	0.990000
737	ROCK INSTINCT	0.990000
738	ROCKETEER MOTHER	0.990000
739	ROCKY WAR	4.990000
740	ROLLERCOASTER BRINGING	2.990000
741	ROMAN PUNK	0.990000
743	ROOM ROMAN	0.990000
744	ROOTS REMEMBER	0.990000
745	ROSES TREASURE	4.990000
746	ROUGE SQUAD	0.990000
747	ROXANNE REBEL	0.990000
748	RUGRATS SHAKESPEARE	0.990000
749	RULES HUMAN	4.990000
750	RUN PACIFIC	0.990000
751	RUNAWAY TENENBAUMS	0.990000
752	RUNNER MADIGAN	0.990000
753	RUSH GOODFELLAS	0.990000
754	RUSHMORE MERMAID	2.990000
755	SABRINA MIDNIGHT	4.990000
756	SADDLE ANTITRUST	2.990000
757	SAGEBRUSH CLUELESS	2.990000
758	SAINTS BRIDE	2.990000
759	SALUTE APOLLO	2.990000
760	SAMURAI LION	2.990000
761	SANTA PARIS	2.990000
762	SASSY PACKER	0.990000
763	SATISFACTION CONFIDENTIAL	4.990000
764	SATURDAY LAMBS	4.990000
765	SATURN NAME	4.990000
766	SAVANNAH TOWN	0.990000
767	SCALAWAG DUCK	4.990000
768	SCARFACE BANG	4.990000
769	SCHOOL JACKET	4.990000
770	SCISSORHANDS SLUMS	2.990000
771	SCORPION APOLLO	4.990000
